ENSG	NextprotID	GeneName	gene_id	gene_type	Chr	start	end	ProteinEvidence	PE	Missing	strand	unknown_function
ENSG00000141934	NX_O43688	PLPP2	ENSG00000141934.9	protein_coding	19	281040	291504	protein	PE1	0	-	0
ENSG00000141946	NX_Q96PE6	ZIM3	ENSG00000141946.1	protein_coding	19	57134096	57145202	transcript	PE2	1	-	0
ENSG00000141956	NX_P57071	PRDM15	ENSG00000141956.13	protein_coding	21	41798225	41879482	protein	PE1	0	-	0
ENSG00000141959	NX_P17858	PFKL	ENSG00000141959.16	protein_coding	21	44300051	44327376	protein	PE1	0	+	0
ENSG00000141965	NX_Q9BSK4	FEM1A	ENSG00000141965.4	protein_coding	19	4791681	4801273	protein	PE1	0	+	0
ENSG00000141968	NX_P15498	VAV1	ENSG00000141968.7	protein_coding	19	6772714	6857366	protein	PE1	0	+	0
ENSG00000141971	NX_Q96EY5	MVB12A	ENSG00000141971.12	protein_coding	19	17405722	17433724	protein	PE1	0	+	0
ENSG00000141977	NX_Q96Q77	CIB3	ENSG00000141977.9	protein_coding	19	16161368	16173525	protein	PE1	0	-	1
ENSG00000141985	NX_Q99961	SH3GL1	ENSG00000141985.9	protein_coding	19	4360370	4400547	protein	PE1	0	-	0
ENSG00000141994	NX_Q96G46	DUS3L	ENSG00000141994.15	protein_coding	19	5784832	5791238	protein	PE1	0	-	0
ENSG00000142002	NX_Q86TI2	DPP9	ENSG00000142002.17	protein_coding	19	4675224	4724673	protein	PE1	0	-	0
ENSG00000142025	NX_Q8IXT2	DMRTC2	ENSG00000142025.15	protein_coding	19	41844743	41852333	protein	PE1	0	+	0
ENSG00000142039	NX_Q96F63	CCDC97	ENSG00000142039.3	protein_coding	19	41310189	41324883	protein	PE1	0	+	1
ENSG00000142046	NX_Q6ZNR0	TMEM91	ENSG00000142046.14	protein_coding	19	41350911	41384083	transcript	PE2	1	+	0
ENSG00000142065	NX_Q9HCL3	ZFP14	ENSG00000142065.13	protein_coding	19	36334453	36379199	protein	PE1	0	-	0
ENSG00000142082	NX_Q9NTG7	SIRT3	ENSG00000142082.14	protein_coding	11	215458	236931	protein	PE1	0	-	0
ENSG00000142089	NX_Q01628	IFITM3	ENSG00000142089.15	protein_coding	11	319669	327537	protein	PE1	0	-	0
ENSG00000142102	NX_Q32M88	PGGHG	ENSG00000142102.15	protein_coding	11	289135	296107	protein	PE1	0	+	0
ENSG00000142149	NX_P57058	HUNK	ENSG00000142149.8	protein_coding	21	31873315	32044633	protein	PE1	0	+	0
ENSG00000142156	NX_P12109	COL6A1	ENSG00000142156.14	protein_coding	21	45981737	46005050	protein	PE1	0	+	0
ENSG00000142163	NX_Q8WZA6	OR1E3	ENSG00000142163.8	unprocessed_pseudogene	17	3116427	3117374	homology	PE3	1	+	0
ENSG00000142166	NX_P17181	IFNAR1	ENSG00000142166.12	protein_coding	21	33324477	33359862	protein	PE1	0	+	0
ENSG00000142168	NX_P00441	SOD1	ENSG00000142168.14	protein_coding	21	31659622	31668931	protein	PE1	0	+	0
ENSG00000142173	NX_P12110	COL6A2	ENSG00000142173.14	protein_coding	21	46098097	46132849	protein	PE1	0	+	0
ENSG00000142178	NX_P57059	SIK1	ENSG00000142178.8	protein_coding	21	43414483	43427189	protein	PE1	0	-	0
ENSG00000142182	NX_Q9UJW3	DNMT3L	ENSG00000142182.8	protein_coding	21	44246339	44262216	protein	PE1	0	-	0
ENSG00000142185	NX_O94759	TRPM2	ENSG00000142185.16	protein_coding	21	44350163	44443081	protein	PE1	0	+	0
ENSG00000142186	NX_Q96KG9	SCYL1	ENSG00000142186.16	protein_coding	11	65525077	65538704	protein	PE1	0	+	0
ENSG00000142188	NX_P56557	TMEM50B	ENSG00000142188.16	protein_coding	21	33432485	33480011	protein	PE1	0	-	0
ENSG00000142192	NX_P05067	APP	ENSG00000142192.20	protein_coding	21	25880550	26171128	protein	PE1	0	-	0
ENSG00000142197	NX_Q9Y3R5	DOP1B	ENSG00000142197.12	protein_coding	21	36156782	36294274	protein	PE1	0	+	0
ENSG00000142207	NX_O60287	URB1	ENSG00000142207.6	protein_coding	21	32311018	32393026	protein	PE1	0	-	0
ENSG00000142208	NX_P31749	AKT1	ENSG00000142208.15	protein_coding	14	104769349	104795751	protein	PE1	0	-	0
ENSG00000142224	NX_Q9UHD0	IL19	ENSG00000142224.15	protein_coding	1	206798870	206842981	protein	PE1	0	+	0
ENSG00000142227	NX_P54852	EMP3	ENSG00000142227.10	protein_coding	19	48321509	48330553	protein	PE1	0	+	0
ENSG00000142230	NX_Q9UBE0	SAE1	ENSG00000142230.11	protein_coding	19	47113274	47210636	protein	PE1	0	+	0
ENSG00000142233	NX_Q8WTR8	NTN5	ENSG00000142233.11	protein_coding	19	48661407	48673081	transcript	PE2	1	-	0
ENSG00000142235	NX_Q96Q04	LMTK3	ENSG00000142235.8	protein_coding	19	48485271	48513189	protein	PE1	0	-	0
ENSG00000142252	NX_Q9H840	GEMIN7	ENSG00000142252.10	protein_coding	19	45079195	45091524	protein	PE1	0	+	0
ENSG00000142273	NX_Q9ULV8	CBLC	ENSG00000142273.11	protein_coding	19	44777869	44800634	protein	PE1	0	+	0
ENSG00000142279	NX_A6NIX2	WTIP	ENSG00000142279.12	protein_coding	19	34481638	34512304	protein	PE1	0	+	0
ENSG00000142303	NX_Q9H324	ADAMTS10	ENSG00000142303.13	protein_coding	19	8580242	8610735	protein	PE1	0	-	0
ENSG00000142319	NX_Q01959	SLC6A3	ENSG00000142319.17	protein_coding	5	1392790	1445430	protein	PE1	0	-	0
ENSG00000142327	NX_Q9HAU8	RNPEPL1	ENSG00000142327.12	protein_coding	2	240565804	240581372	protein	PE1	0	+	0
ENSG00000142330	NX_Q9HC96	CAPN10	ENSG00000142330.19	protein_coding	2	240586716	240617705	protein	PE1	0	+	0
ENSG00000142347	NX_O00160	MYO1F	ENSG00000142347.17	protein_coding	19	8520790	8577577	protein	PE1	0	-	0
ENSG00000142405	NX_P59046	NLRP12	ENSG00000142405.21	protein_coding	19	53793603	53824394	protein	PE1	0	-	0
ENSG00000142408	NX_Q8WXS5	CACNG8	ENSG00000142408.4	protein_coding	19	53963040	53990215	protein	PE1	0	+	0
ENSG00000142409	NX_Q6DD87	ZNF787	ENSG00000142409.5	protein_coding	19	56087366	56121280	protein	PE1	0	-	0
ENSG00000142444	NX_Q9BSF4	TIMM29	ENSG00000142444.6	protein_coding	19	10928733	10933535	protein	PE1	0	+	0
ENSG00000142449	NX_Q75N90	FBN3	ENSG00000142449.12	protein_coding	19	8065402	8149846	protein	PE1	0	-	0
ENSG00000142453	NX_Q86X55	CARM1	ENSG00000142453.11	protein_coding	19	10871513	10923070	protein	PE1	0	+	0
ENSG00000142459	NX_Q96CN4	EVI5L	ENSG00000142459.8	protein_coding	19	7830233	7864976	protein	PE1	0	+	0
ENSG00000142484	NX_O14894	TM4SF5	ENSG00000142484.6	protein_coding	17	4771884	4783213	protein	PE1	0	+	0
ENSG00000142494	NX_Q96FL8	SLC47A1	ENSG00000142494.13	protein_coding	17	19495385	19579034	protein	PE1	0	+	0
ENSG00000142507	NX_P28072	PSMB6	ENSG00000142507.9	protein_coding	17	4796144	4798503	protein	PE1	0	+	0
ENSG00000142511	NX_O75388	GPR32	ENSG00000142511.4	protein_coding	19	50770464	50771732	transcript	PE2	1	+	0
ENSG00000142512	NX_Q96LC7	SIGLEC10	ENSG00000142512.14	protein_coding	19	51410021	51417803	protein	PE1	0	-	0
ENSG00000142513	NX_Q9BZG2	ACP4	ENSG00000142513.5	protein_coding	19	50790415	50795224	protein	PE1	0	+	0
ENSG00000142515	NX_P07288	KLK3	ENSG00000142515.14	protein_coding	19	50854915	50860764	protein	PE1	0	+	0
ENSG00000142528	NX_Q8WTR7	ZNF473	ENSG00000142528.15	protein_coding	19	50025714	50053414	protein	PE1	0	+	0
ENSG00000142530	NX_Q6IPT2	FAM71E1	ENSG00000142530.10	protein_coding	19	50466785	50476753	protein	PE1	0	-	1
ENSG00000142534	NX_P62280	RPS11	ENSG00000142534.6	protein_coding	19	49496365	49499689	protein	PE1	0	+	0
ENSG00000142538	NX_Q96A98	PTH2	ENSG00000142538.1	protein_coding	19	49422414	49423441	protein	PE1	0	-	0
ENSG00000142541	NX_P40429	RPL13A	ENSG00000142541.16	protein_coding	19	49487554	49492308	protein	PE1	0	+	0
ENSG00000142544	NX_Q7Z7A3	CTU1	ENSG00000142544.6	protein_coding	19	51097606	51108370	protein	PE1	0	-	0
ENSG00000142546	NX_Q9Y314	NOSIP	ENSG00000142546.13	protein_coding	19	49555711	49590262	protein	PE1	0	-	0
ENSG00000142549	NX_A6NGN9	IGLON5	ENSG00000142549.9	protein_coding	19	51311848	51330354	protein	PE1	0	+	1
ENSG00000142552	NX_Q96D15	RCN3	ENSG00000142552.7	protein_coding	19	49527618	49546962	protein	PE1	0	+	0
ENSG00000142556	NX_Q8N883	ZNF614	ENSG00000142556.18	protein_coding	19	52012765	52030240	protein	PE1	0	-	0
ENSG00000142583	NX_P22732	SLC2A5	ENSG00000142583.17	protein_coding	1	9035107	9088478	protein	PE1	0	-	0
ENSG00000142599	NX_Q9P2R6	RERE	ENSG00000142599.17	protein_coding	1	8352397	8817643	protein	PE1	0	-	0
ENSG00000142606	NX_Q495T6	MMEL1	ENSG00000142606.15	protein_coding	1	2590639	2632990	protein	PE1	0	-	0
ENSG00000142609	NX_Q9C0B2	CFAP74	ENSG00000142609.18	protein_coding	1	1921951	2003837	protein	PE1	0	-	0
ENSG00000142611	NX_Q9HAZ2	PRDM16	ENSG00000142611.16	protein_coding	1	3069168	3438621	protein	PE1	0	+	0
ENSG00000142615	NX_P08217	CELA2A	ENSG00000142615.7	protein_coding	1	15456728	15472091	protein	PE1	0	+	0
ENSG00000142619	NX_Q9ULW8	PADI3	ENSG00000142619.4	protein_coding	1	17249098	17284233	protein	PE1	0	+	0
ENSG00000142621	NX_B1AJZ9	FHAD1	ENSG00000142621.19	protein_coding	1	15247272	15400283	protein	PE1	0	+	1
ENSG00000142623	NX_Q9ULC6	PADI1	ENSG00000142623.9	protein_coding	1	17205126	17246005	protein	PE1	0	+	0
ENSG00000142627	NX_P29317	EPHA2	ENSG00000142627.12	protein_coding	1	16124337	16156087	protein	PE1	0	-	0
ENSG00000142632	NX_Q8IW93	ARHGEF19	ENSG00000142632.16	protein_coding	1	16197854	16212609	protein	PE1	0	-	0
ENSG00000142634	NX_Q96C19	EFHD2	ENSG00000142634.12	protein_coding	1	15409895	15430343	protein	PE1	0	+	0
ENSG00000142655	NX_O75381	PEX14	ENSG00000142655.12	protein_coding	1	10472288	10630758	protein	PE1	0	+	0
ENSG00000142657	NX_P52209	PGD	ENSG00000142657.20	protein_coding	1	10398592	10420144	protein	PE1	0	+	0
ENSG00000142661	NX_Q5VTT5	MYOM3	ENSG00000142661.18	protein_coding	1	24056035	24112175	protein	PE1	0	-	0
ENSG00000142669	NX_Q9H299	SH3BGRL3	ENSG00000142669.14	protein_coding	1	26279176	26281522	protein	PE1	0	+	0
ENSG00000142675	NX_Q969H4	CNKSR1	ENSG00000142675.17	protein_coding	1	26177403	26189886	protein	PE1	0	+	0
ENSG00000142676	NX_P62913	RPL11	ENSG00000142676.13	protein_coding	1	23691742	23696835	protein	PE1	0	+	0
ENSG00000142677	NX_Q8N6P7	IL22RA1	ENSG00000142677.3	protein_coding	1	24119771	24143121	protein	PE1	0	-	0
ENSG00000142684	NX_O00488	ZNF593	ENSG00000142684.8	protein_coding	1	26169871	26170873	protein	PE1	0	+	0
ENSG00000142686	NX_Q8TAB5	C1orf216	ENSG00000142686.7	protein_coding	1	35713875	35719472	protein	PE1	0	-	1
ENSG00000142687	NX_Q8IZA0	KIAA0319L	ENSG00000142687.17	protein_coding	1	35433490	35557950	protein	PE1	0	-	0
ENSG00000142694	NX_Q9NVM1	EVA1B	ENSG00000142694.6	protein_coding	1	36322031	36324154	protein	PE1	0	-	1
ENSG00000142698	NX_Q6P1W5	C1orf94	ENSG00000142698.14	protein_coding	1	34166883	34219131	protein	PE1	0	+	1
ENSG00000142700	NX_Q96SC8	DMRTA2	ENSG00000142700.11	protein_coding	1	50417550	50423500	protein	PE1	0	-	0
ENSG00000142731	NX_O00444	PLK4	ENSG00000142731.10	protein_coding	4	127880861	127899195	protein	PE1	0	+	0
ENSG00000142733	NX_O95382	MAP3K6	ENSG00000142733.14	protein_coding	1	27355184	27366892	protein	PE1	0	-	0
ENSG00000142748	NX_O75636	FCN3	ENSG00000142748.12	protein_coding	1	27369112	27374824	protein	PE1	0	-	0
ENSG00000142751	NX_Q9H9Y4	GPN2	ENSG00000142751.14	protein_coding	1	26876133	26890297	protein	PE1	0	-	0
ENSG00000142765	NX_Q8IYJ3	SYTL1	ENSG00000142765.17	protein_coding	1	27342020	27353937	protein	PE1	0	+	0
ENSG00000142784	NX_Q8N5D0	WDTC1	ENSG00000142784.15	protein_coding	1	27234516	27308633	protein	PE1	0	+	0
ENSG00000142789	NX_P09093	CELA3A	ENSG00000142789.19	protein_coding	1	22001656	22012539	protein	PE1	0	+	0
ENSG00000142794	NX_Q9H094	NBPF3	ENSG00000142794.18	protein_coding	1	21440128	21485005	transcript	PE2	1	+	1
ENSG00000142798	NX_P98160	HSPG2	ENSG00000142798.18	protein_coding	1	21822245	21937297	protein	PE1	0	-	0
ENSG00000142856	NX_Q13352	ITGB3BP	ENSG00000142856.16	protein_coding	1	63440770	63593721	protein	PE1	0	-	0
ENSG00000142864	NX_Q8NC51	SERBP1	ENSG00000142864.14	protein_coding	1	67407810	67430415	protein	PE1	0	-	0
ENSG00000142867	NX_O95999	BCL10	ENSG00000142867.12	protein_coding	1	85266248	85277090	protein	PE1	0	-	0
ENSG00000142871	NX_O00622	CCN1	ENSG00000142871.16	protein_coding	1	85580761	85583962	protein	PE1	0	+	0
ENSG00000142875	NX_P22694	PRKACB	ENSG00000142875.19	protein_coding	1	84078062	84238498	protein	PE1	0	+	0
ENSG00000142892	NX_Q92643	PIGK	ENSG00000142892.14	protein_coding	1	77088990	77219430	protein	PE1	0	-	0
ENSG00000142910	NX_Q9GZM7	TINAGL1	ENSG00000142910.15	protein_coding	1	31576485	31587686	protein	PE1	0	+	0
ENSG00000142920	NX_Q96A70	AZIN2	ENSG00000142920.16	protein_coding	1	33081104	33120530	protein	PE1	0	+	0
ENSG00000142937	NX_P62241	RPS8	ENSG00000142937.11	protein_coding	1	44775251	44778779	protein	PE1	0	+	0
ENSG00000142945	NX_Q99661	KIF2C	ENSG00000142945.12	protein_coding	1	44739818	44767767	protein	PE1	0	+	0
ENSG00000142949	NX_P10586	PTPRF	ENSG00000142949.16	protein_coding	1	43525187	43623666	protein	PE1	0	+	0
ENSG00000142959	NX_Q8NFU0	BEST4	ENSG00000142959.4	protein_coding	1	44783585	44787705	protein	PE1	0	-	0
ENSG00000142961	NX_Q70IA8	MOB3C	ENSG00000142961.14	protein_coding	1	46607715	46616891	protein	PE1	0	-	0
ENSG00000142973	NX_P13584	CYP4B1	ENSG00000142973.13	protein_coding	1	46757838	46819413	protein	PE1	0	+	0
ENSG00000143001	NX_Q8N0U2	TMEM61	ENSG00000143001.4	protein_coding	1	54980792	54992293	transcript	PE2	1	+	1
ENSG00000143006	NX_Q96MA1	DMRTB1	ENSG00000143006.7	protein_coding	1	53459399	53467488	protein	PE1	0	+	0
ENSG00000143013	NX_P61968	LMO4	ENSG00000143013.12	protein_coding	1	87328468	87348923	protein	PE1	0	+	0
ENSG00000143028	NX_Q5VXT5	SYPL2	ENSG00000143028.8	protein_coding	1	109466628	109482137	protein	PE1	0	+	0
ENSG00000143032	NX_Q9NY43	BARHL2	ENSG00000143032.7	protein_coding	1	90711539	90717237	protein	PE1	0	-	0
ENSG00000143033	NX_Q9Y483	MTF2	ENSG00000143033.17	protein_coding	1	93079235	93139081	protein	PE1	0	+	0
ENSG00000143036	NX_Q8N4M1	SLC44A3	ENSG00000143036.16	protein_coding	1	94820342	94895246	protein	PE1	0	+	0
ENSG00000143061	NX_O75054	IGSF3	ENSG00000143061.17	protein_coding	1	116574399	116667755	protein	PE1	0	-	0
ENSG00000143067	NX_Q5TEC3	ZNF697	ENSG00000143067.4	protein_coding	1	119619422	119647773	protein	PE1	0	-	0
ENSG00000143079	NX_Q9P2B4	CTTNBP2NL	ENSG00000143079.14	protein_coding	1	112396181	112463456	protein	PE1	0	+	0
ENSG00000143093	NX_Q5VSL9	STRIP1	ENSG00000143093.14	protein_coding	1	110031577	110074641	protein	PE1	0	+	0
ENSG00000143105	NX_Q16322	KCNA10	ENSG00000143105.7	protein_coding	1	110517217	110519175	protein	PE1	0	-	0
ENSG00000143106	NX_P28066	PSMA5	ENSG00000143106.12	protein_coding	1	109399031	109426427	protein	PE1	0	-	0
ENSG00000143107	NX_Q5VTL7	FNDC7	ENSG00000143107.8	protein_coding	1	108712657	108742740	protein	PE1	0	+	1
ENSG00000143110	NX_Q8NEQ5	C1orf162	ENSG00000143110.11	protein_coding	1	111473792	111478512	protein	PE1	0	+	1
ENSG00000143119	NX_P19397	CD53	ENSG00000143119.12	protein_coding	1	110873154	110899928	protein	PE1	0	+	0
ENSG00000143125	NX_P58294	PROK1	ENSG00000143125.5	protein_coding	1	110451200	110457354	protein	PE1	0	+	0
ENSG00000143126	NX_Q9HCU4	CELSR2	ENSG00000143126.7	protein_coding	1	109250019	109275750	protein	PE1	0	+	0
ENSG00000143127	NX_O75578	ITGA10	ENSG00000143127.12	protein_coding	1	145891208	145910189	protein	PE1	0	-	0
ENSG00000143147	NX_Q8N6U8	GPR161	ENSG00000143147.14	protein_coding	1	168079543	168137667	protein	PE1	0	-	0
ENSG00000143149	NX_P49189	ALDH9A1	ENSG00000143149.12	protein_coding	1	165662216	165698863	protein	PE1	0	-	0
ENSG00000143153	NX_P05026	ATP1B1	ENSG00000143153.12	protein_coding	1	169105697	169132722	protein	PE1	0	+	0
ENSG00000143155	NX_O75663	TIPRL	ENSG00000143155.12	protein_coding	1	168178933	168202114	protein	PE1	0	+	0
ENSG00000143156	NX_Q9Y5B8	NME7	ENSG00000143156.13	protein_coding	1	169132531	169367967	protein	PE1	0	-	0
ENSG00000143157	NX_Q9P215	POGK	ENSG00000143157.11	protein_coding	1	166839447	166856344	protein	PE1	0	+	0
ENSG00000143158	NX_O95563	MPC2	ENSG00000143158.10	protein_coding	1	167916729	167937040	protein	PE1	0	-	0
ENSG00000143162	NX_O75629	CREG1	ENSG00000143162.7	protein_coding	1	167529677	167553767	protein	PE1	0	-	0
ENSG00000143164	NX_Q58WW2	DCAF6	ENSG00000143164.15	protein_coding	1	167935783	168075843	protein	PE1	0	+	0
ENSG00000143167	NX_Q99795	GPA33	ENSG00000143167.11	protein_coding	1	167052836	167166479	protein	PE1	0	-	0
ENSG00000143171	NX_P48443	RXRG	ENSG00000143171.12	protein_coding	1	165400917	165445355	protein	PE1	0	-	0
ENSG00000143178	NX_O60806	TBX19	ENSG00000143178.12	protein_coding	1	168281040	168314426	protein	PE1	0	+	0
ENSG00000143179	NX_Q9BZX2	UCK2	ENSG00000143179.15	protein_coding	1	165827531	165911618	protein	PE1	0	+	0
ENSG00000143183	NX_Q9UM00	TMCO1	ENSG00000143183.16	protein_coding	1	165724293	165827755	protein	PE1	0	-	0
ENSG00000143184	NX_P47992	XCL1	ENSG00000143184.4	protein_coding	1	168576473	168582077	protein	PE1	0	+	0
ENSG00000143185	NX_Q9UBD3	XCL2	ENSG00000143185.3	protein_coding	1	168540765	168543997	protein	PE1	0	-	0
ENSG00000143190	NX_P14859	POU2F1	ENSG00000143190.21	protein_coding	1	167220829	167427345	protein	PE1	0	+	0
ENSG00000143194	NX_Q96JY0	MAEL	ENSG00000143194.12	protein_coding	1	166975582	167022214	protein	PE1	0	+	0
ENSG00000143195	NX_Q71H61	ILDR2	ENSG00000143195.12	protein_coding	1	166895711	166975482	protein	PE1	0	-	0
ENSG00000143196	NX_Q07507	DPT	ENSG00000143196.4	protein_coding	1	168695459	168729264	protein	PE1	0	-	0
ENSG00000143198	NX_O14880	MGST3	ENSG00000143198.12	protein_coding	1	165630861	165661796	protein	PE1	0	+	0
ENSG00000143199	NX_Q96PN6	ADCY10	ENSG00000143199.17	protein_coding	1	167809388	167914215	protein	PE1	0	-	0
ENSG00000143207	NX_Q8NHY2	COP1	ENSG00000143207.19	protein_coding	1	175944831	176207493	protein	PE1	0	-	0
ENSG00000143217	NX_Q96NY8	NECTIN4	ENSG00000143217.8	protein_coding	1	161070995	161089599	protein	PE1	0	-	0
ENSG00000143222	NX_Q9Y3C8	UFC1	ENSG00000143222.11	protein_coding	1	161152776	161158856	protein	PE1	0	+	0
ENSG00000143224	NX_P50336	PPOX	ENSG00000143224.17	protein_coding	1	161166410	161178013	protein	PE1	0	+	0
ENSG00000143226	NX_P12318	FCGR2A	ENSG00000143226.13	protein_coding	1	161505430	161524013	protein	PE1	0	+	0
ENSG00000143228	NX_Q9BZD4	NUF2	ENSG00000143228.12	protein_coding	1	163266576	163355764	protein	PE1	0	+	0
ENSG00000143248	NX_O15539	RGS5	ENSG00000143248.12	protein_coding	1	163111121	163321791	protein	PE1	0	-	0
ENSG00000143252	NX_Q99643	SDHC	ENSG00000143252.14	protein_coding	1	161314257	161375340	protein	PE1	0	+	0
ENSG00000143256	NX_Q9UHV9	PFDN2	ENSG00000143256.4	protein_coding	1	161100556	161118111	protein	PE1	0	-	0
ENSG00000143257	NX_Q14994	NR1I3	ENSG00000143257.11	protein_coding	1	161229666	161238302	protein	PE1	0	-	0
ENSG00000143258	NX_Q9UK80	USP21	ENSG00000143258.15	protein_coding	1	161159450	161165723	protein	PE1	0	+	0
ENSG00000143278	NX_P05160	F13B	ENSG00000143278.3	protein_coding	1	197039191	197067267	protein	PE1	0	-	0
ENSG00000143294	NX_Q92733	PRCC	ENSG00000143294.14	protein_coding	1	156750610	156800817	protein	PE1	0	+	0
ENSG00000143297	NX_Q96RD9	FCRL5	ENSG00000143297.18	protein_coding	1	157513377	157552520	protein	PE1	0	-	0
ENSG00000143303	NX_Q96FB5	RRNAD1	ENSG00000143303.11	protein_coding	1	156728442	156736960	protein	PE1	0	+	0
ENSG00000143314	NX_Q96A35	MRPL24	ENSG00000143314.12	protein_coding	1	156737303	156741590	protein	PE1	0	-	0
ENSG00000143315	NX_Q9H3S5	PIGM	ENSG00000143315.7	protein_coding	1	160024953	160031991	protein	PE1	0	-	0
ENSG00000143318	NX_P31415	CASQ1	ENSG00000143318.12	protein_coding	1	160190556	160201886	protein	PE1	0	+	0
ENSG00000143319	NX_Q9H9L3	ISG20L2	ENSG00000143319.16	protein_coding	1	156721891	156728799	protein	PE1	0	-	0
ENSG00000143320	NX_P29373	CRABP2	ENSG00000143320.8	protein_coding	1	156699606	156705816	protein	PE1	0	-	0
ENSG00000143321	NX_P51858	HDGF	ENSG00000143321.18	protein_coding	1	156742107	156766925	protein	PE1	0	-	0
ENSG00000143322	NX_P42684	ABL2	ENSG00000143322.19	protein_coding	1	179099327	179229684	protein	PE1	0	-	0
ENSG00000143324	NX_Q9UBH6	XPR1	ENSG00000143324.13	protein_coding	1	180632004	180890251	protein	PE1	0	+	0
ENSG00000143333	NX_O15492	RGS16	ENSG00000143333.6	protein_coding	1	182598623	182604408	protein	PE1	0	-	0
ENSG00000143337	NX_Q5JTV8	TOR1AIP1	ENSG00000143337.18	protein_coding	1	179882042	179925000	protein	PE1	0	+	0
ENSG00000143340	NX_Q96GL9	FAM163A	ENSG00000143340.6	protein_coding	1	179743163	179816198	protein	PE1	0	+	1
ENSG00000143341	NX_Q96RW7	HMCN1	ENSG00000143341.11	protein_coding	1	185734551	186190949	protein	PE1	0	+	0
ENSG00000143344	NX_Q9NZL6	RGL1	ENSG00000143344.15	protein_coding	1	183636085	183928531	protein	PE1	0	+	0
ENSG00000143353	NX_Q5VWZ2	LYPLAL1	ENSG00000143353.11	protein_coding	1	219173844	219212865	protein	PE1	0	+	0
ENSG00000143355	NX_Q9NQ69	LHX9	ENSG00000143355.15	protein_coding	1	197911902	197935478	protein	PE1	0	+	0
ENSG00000143363	NX_Q86TP1	PRUNE1	ENSG00000143363.15	protein_coding	1	151008420	151035713	protein	PE1	0	+	0
ENSG00000143365	NX_P51449	RORC	ENSG00000143365.17	protein_coding	1	151806071	151831872	protein	PE1	0	-	0
ENSG00000143367	NX_Q9NNX1	TUFT1	ENSG00000143367.15	protein_coding	1	151540305	151583583	protein	PE1	0	+	0
ENSG00000143368	NX_Q15427	SF3B4	ENSG00000143368.9	protein_coding	1	149923317	149928344	protein	PE1	0	-	0
ENSG00000143369	NX_Q16610	ECM1	ENSG00000143369.14	protein_coding	1	150508062	150513789	protein	PE1	0	+	0
ENSG00000143373	NX_Q8N1G0	ZNF687	ENSG00000143373.17	protein_coding	1	151281618	151292180	protein	PE1	0	+	0
ENSG00000143374	NX_Q9BW92	TARS2	ENSG00000143374.16	protein_coding	1	150487364	150507609	protein	PE1	0	+	0
ENSG00000143375	NX_Q9P2M7	CGN	ENSG00000143375.14	protein_coding	1	151510510	151538692	protein	PE1	0	+	0
ENSG00000143376	NX_Q96L92	SNX27	ENSG00000143376.13	protein_coding	1	151612006	151699091	protein	PE1	0	+	0
ENSG00000143379	NX_Q15047	SETDB1	ENSG00000143379.12	protein_coding	1	150926263	150964744	protein	PE1	0	+	0
ENSG00000143382	NX_Q6UY14	ADAMTSL4	ENSG00000143382.14	protein_coding	1	150549369	150560937	protein	PE1	0	+	0
ENSG00000143384	NX_Q07820	MCL1	ENSG00000143384.12	protein_coding	1	150574551	150579738	protein	PE1	0	-	0
ENSG00000143387	NX_P43235	CTSK	ENSG00000143387.12	protein_coding	1	150796208	150808323	protein	PE1	0	-	0
ENSG00000143390	NX_P48382	RFX5	ENSG00000143390.17	protein_coding	1	151340640	151347357	protein	PE1	0	-	0
ENSG00000143393	NX_Q9UBF8	PI4KB	ENSG00000143393.16	protein_coding	1	151291797	151327715	protein	PE1	0	-	0
ENSG00000143398	NX_Q99755	PIP5K1A	ENSG00000143398.19	protein_coding	1	151197949	151249536	protein	PE1	0	+	0
ENSG00000143401	NX_Q9BTT0	ANP32E	ENSG00000143401.14	protein_coding	1	150218417	150236156	protein	PE1	0	-	0
ENSG00000143409	NX_Q8N5J2	MINDY1	ENSG00000143409.15	protein_coding	1	150996086	151008375	protein	PE1	0	-	0
ENSG00000143412	NX_O76027	ANXA9	ENSG00000143412.9	protein_coding	1	150982017	150995634	protein	PE1	0	+	0
ENSG00000143416	NX_Q13228	SELENBP1	ENSG00000143416.20	protein_coding	1	151364302	151372733	protein	PE1	0	-	0
ENSG00000143418	NX_Q96G23	CERS2	ENSG00000143418.19	protein_coding	1	150960583	150975004	protein	PE1	0	-	0
ENSG00000143420	NX_O43768	ENSA	ENSG00000143420.18	protein_coding	1	150600851	150629612	protein	PE1	0	-	0
ENSG00000143434	NX_Q9H3T2	SEMA6C	ENSG00000143434.15	protein_coding	1	151131685	151146664	protein	PE1	0	-	0
ENSG00000143436	NX_Q9BYD2	MRPL9	ENSG00000143436.10	protein_coding	1	151759643	151763564	protein	PE1	0	-	0
ENSG00000143437	NX_P27540	ARNT	ENSG00000143437.20	protein_coding	1	150809705	150876768	protein	PE1	0	-	0
ENSG00000143442	NX_Q7Z3K3	POGZ	ENSG00000143442.21	protein_coding	1	151402724	151459465	protein	PE1	0	-	0
ENSG00000143443	NX_Q9BUN1	MENT	ENSG00000143443.9	protein_coding	1	151047740	151051986	protein	PE1	0	+	0
ENSG00000143450	NX_Q9UMX2	OAZ3	ENSG00000143450.16	protein_coding	1	151762899	151771334	protein	PE1	0	+	0
ENSG00000143452	NX_Q86X24	HORMAD1	ENSG00000143452.15	protein_coding	1	150698060	150720888	protein	PE1	0	-	0
