Dataset	NexprotID	EnsemblID	GeneName	uPE1	PE_level	Chr	Coexpressed_EnsmbleID	Coexpressed_NextprotID	Coexpressed_GeneName	Coexpressed_gene_type	Coexpressed_Chr	Coexpressed_start	Coexpressed_end	
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000171224	NX_Q96D05	FAM241B	protein_coding	10	69630251	69633599
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000171488	NX_Q8TDW0	LRRC8C	protein_coding	1	89633072	89769903
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000171643	NX_Q8WXG8	S100Z	protein_coding	5	76850001	76921650
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000174276	NX_Q9UHR6	ZNHIT2	protein_coding	11	65116403	65117708
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000174938	NX_Q6UXD5	SEZ6L2	protein_coding	16	29871159	29899547
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000176410	NX_Q96LL9	DNAJC30	protein_coding	7	73680969	73683453
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000176946	NX_Q8WY91	THAP4	protein_coding	2	241584405	241637449
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000178719	NX_Q7Z429	GRINA	protein_coding	8	143990058	143993415
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000183828	NX_O95848	NUDT14	protein_coding	14	105172938	105181323
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000185862	NX_P34910	EVI2B	protein_coding	17	31303766	31314112
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000188010	NX_Q502X0	MORN2	protein_coding	2	38875962	38929072
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000188266	NX_A2RU49	HYKK	protein_coding	15	78507564	78537372
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000189077	NX_Q9BXJ8	TMEM120A	protein_coding	7	75986837	75994659
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000198171	NX_Q96HY6	DDRGK1	protein_coding	20	3190350	3204685
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000198624	NX_A6NI79	CCDC69	protein_coding	5	151181052	151224145
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000204619	NX_O60927	PPP1R11	protein_coding	6	30066709	30070333
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000212864	NX_Q9H0X6	RNF208	protein_coding	9	137220247	137221581
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000214050	NX_Q8IX29	FBXO16	protein_coding	8	28348287	28490318
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000254838	NX_Q7Z2Y8	GVINP1	transcribed_unprocessed_pseudogene	11	6713536	6746439
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000277258	NX_P35227	PCGF2	protein_coding	17	38733897	38749817
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000277363	NX_Q9C0H9	SRCIN1	protein_coding	17	38530016	38605930
